id,lat,long,date,time,diff,hr,weekday,Timestamp
1,36.063662,24.88589143,2014-01-08,07:49,11,07,Wed,2014-01-07T23:49:04Z
1,36.04802129,24.87957178,2014-01-08,08:07,241,08,Wed,2014-01-08T00:07:09Z
1,36.07663318,24.85764339,2014-01-08,12:17,91,12,Wed,2014-01-08T04:17:27Z
1,36.04802996,24.87956965,2014-01-08,13:57,234,13,Wed,2014-01-08T05:57:27Z
1,36.06645539,24.88260676,2014-01-08,17:55,83,17,Wed,2014-01-08T09:55:03Z
1,36.05196687,24.87077481,2014-01-08,19:22,119,19,Wed,2014-01-08T11:22:52Z
1,36.04803094,24.87956758,2014-01-08,21:29,144,21,Wed,2014-01-08T13:29:01Z
1,36.06647822,24.8826179,2014-01-08,23:57,203,23,Wed,2014-01-08T15:57:02Z
1,36.06645717,24.88261133,2014-01-09,03:20,241,03,Thu,2014-01-08T19:20:01Z
1,36.06364873,24.8858859,2014-01-09,07:23,28,07,Thu,2014-01-08T23:23:04Z
1,36.0480261,24.87957354,2014-01-09,07:58,251,07,Thu,2014-01-08T23:58:09Z
1,36.0634869,24.85099848,2014-01-09,12:17,88,12,Thu,2014-01-09T04:17:17Z
1,36.04802194,24.8795714,2014-01-09,13:53,235,13,Thu,2014-01-09T05:53:17Z
1,36.06649647,24.88257847,2014-01-09,17:52,838,17,Thu,2014-01-09T09:52:03Z
1,36.06369802,24.88594687,2014-01-10,07:52,16,07,Fri,2014-01-09T23:52:04Z
1,36.04803228,24.87956877,2014-01-10,08:15,246,08,Fri,2014-01-10T00:15:09Z
1,36.05192667,24.87078047,2014-01-10,12:23,58,12,Fri,2014-01-10T04:23:05Z
1,36.04803003,24.87956546,2014-01-10,13:23,251,13,Fri,2014-01-10T05:23:05Z
1,36.06646524,24.88263679,2014-01-10,17:38,92,17,Fri,2014-01-10T09:38:03Z
1,36.08547254,24.8604165,2014-01-10,19:20,252,19,Fri,2014-01-10T11:20:01Z
1,36.06645991,24.88262309,2014-01-10,23:39,780,23,Fri,2014-01-10T15:39:32Z
1,36.07666742,24.85757493,2014-01-11,12:46,55,12,Sat,2014-01-11T04:46:30Z
1,36.07526672,24.85633534,2014-01-11,13:41,114,13,Sat,2014-01-11T05:41:32Z
1,36.06650455,24.88260171,2014-01-11,15:42,7,15,Sat,2014-01-11T07:42:29Z
1,36.06643379,24.88261512,2014-01-11,15:49,173,15,Sat,2014-01-11T07:49:01Z
1,36.05286975,24.86857115,2014-01-11,18:47,60,18,Sat,2014-01-11T10:47:07Z
1,36.0664652,24.8826187,2014-01-11,19:52,1013,19,Sat,2014-01-11T11:52:07Z
1,36.07664647,24.85764328,2014-01-12,12:51,80,12,Sun,2014-01-12T04:51:30Z
1,36.06649666,24.88240653,2014-01-12,14:17,57,14,Sun,2014-01-12T06:17:26Z
1,36.06646999,24.88262915,2014-01-12,15:14,982,15,Sun,2014-01-12T07:14:01Z
1,36.06366818,24.88594298,2014-01-13,07:38,33,07,Mon,2014-01-12T23:38:04Z
1,36.04802493,24.87957582,2014-01-13,08:18,237,08,Mon,2014-01-13T00:18:09Z
1,36.07665029,24.85761023,2014-01-13,12:24,71,12,Mon,2014-01-13T04:24:27Z
1,36.04803202,24.87957344,2014-01-13,13:44,226,13,Mon,2014-01-13T05:44:27Z
1,36.06647209,24.88256778,2014-01-13,17:34,71,17,Mon,2014-01-13T09:34:03Z
1,36.05197383,24.87082227,2014-01-13,18:49,66,18,Mon,2014-01-13T10:49:52Z
1,36.0664254,24.88258372,2014-01-13,20:00,9,20,Mon,2014-01-13T12:00:51Z
1,36.06642351,24.88263852,2014-01-13,20:10,674,20,Mon,2014-01-13T12:10:01Z
1,36.06366522,24.88592678,2014-01-14,07:26,38,07,Tue,2014-01-13T23:26:04Z
1,36.04802608,24.87957318,2014-01-14,08:11,236,08,Tue,2014-01-14T00:11:09Z
1,36.06582482,24.85237763,2014-01-14,12:15,67,12,Tue,2014-01-14T04:15:26Z
1,36.0480304,24.87956808,2014-01-14,13:30,252,13,Tue,2014-01-14T05:30:26Z
1,36.06650061,24.88263989,2014-01-14,17:46,100,17,Tue,2014-01-14T09:46:03Z
1,36.05195224,24.87077075,2014-01-14,19:31,104,19,Tue,2014-01-14T11:31:01Z
1,36.06646439,24.88259898,2014-01-14,21:19,613,21,Tue,2014-01-14T13:19:52Z
1,36.06370161,24.885878430000002,2014-01-15,07:35,24,07,Wed,2014-01-14T23:35:04Z
1,36.0480246,24.87957047,2014-01-15,08:06,241,08,Wed,2014-01-15T00:06:09Z
1,36.05196283,24.87081616,2014-01-15,12:09,80,12,Wed,2014-01-15T04:09:05Z
1,36.0480227,24.87957324,2014-01-15,13:31,257,13,Wed,2014-01-15T05:31:05Z
1,36.06650575,24.88262679,2014-01-15,17:52,112,17,Wed,2014-01-15T09:52:03Z
1,36.05195412,24.87080614,2014-01-15,19:50,50,19,Wed,2014-01-15T11:50:01Z
1,36.06646755,24.88247774,2014-01-15,20:44,8,20,Wed,2014-01-15T12:44:49Z
1,36.06646555,24.88264295,2014-01-15,20:53,100,20,Wed,2014-01-15T12:53:01Z
1,36.04803026,24.87957655,2014-01-15,22:37,92,22,Wed,2014-01-15T14:37:02Z
1,36.06645318,24.88258761,2014-01-16,00:13,377,00,Thu,2014-01-15T16:13:02Z
1,36.06650603,24.88265687,2014-01-16,06:30,78,06,Thu,2014-01-15T22:30:01Z
1,36.06367695,24.88595965,2014-01-16,07:50,20,07,Thu,2014-01-15T23:50:04Z
1,36.04802432,24.8795747,2014-01-16,08:17,246,08,Thu,2014-01-16T00:17:09Z
1,36.05573098,24.90250814,2014-01-16,12:26,67,12,Thu,2014-01-16T04:26:42Z
1,36.04803004,24.87957338,2014-01-16,13:37,227,13,Thu,2014-01-16T05:37:42Z
1,36.06648262,24.88263969,2014-01-16,17:29,85,17,Thu,2014-01-16T09:29:03Z
1,36.05196718,24.87077113,2014-01-16,18:58,96,18,Thu,2014-01-16T10:58:52Z
1,36.06648749,24.88261819,2014-01-16,20:39,665,20,Thu,2014-01-16T12:39:52Z
1,36.0636714,24.88593517,2014-01-17,07:47,18,07,Fri,2014-01-16T23:47:04Z
1,36.04802258,24.87956891,2014-01-17,08:12,580,08,Fri,2014-01-17T00:12:09Z
1,36.06648869,24.88259679,2014-01-17,17:56,99,17,Fri,2014-01-17T09:56:03Z
1,36.05196963,24.87081575,2014-01-17,19:39,51,19,Fri,2014-01-17T11:39:52Z
1,36.04802866,24.87956523,2014-01-17,20:33,128,20,Fri,2014-01-17T12:33:05Z
1,36.06644798,24.88261754,2014-01-17,22:45,677,22,Fri,2014-01-17T14:45:02Z
1,36.06648797,24.88263248,2014-01-18,10:02,166,10,Sat,2014-01-18T02:02:01Z
1,36.06342446,24.85097868,2014-01-18,12:55,41,12,Sat,2014-01-18T04:55:05Z
1,36.06583636,24.84981343,2014-01-18,13:36,141,13,Sat,2014-01-18T05:36:43Z
1,36.06642691,24.88259737,2014-01-18,16:04,141,16,Sat,2014-01-18T08:04:26Z
1,36.05193779,24.87081229,2014-01-18,18:29,61,18,Sat,2014-01-18T10:29:52Z
1,36.06641461,24.8826145,2014-01-18,19:37,1369,19,Sat,2014-01-18T11:37:01Z
1,36.05195164,24.87077544,2014-01-19,18:31,81,18,Sun,2014-01-19T10:31:01Z
1,36.06645823,24.88253437,2014-01-19,19:56,0,19,Sun,2014-01-19T11:56:50Z
2,36.08545957,24.86037898,2014-01-06,07:30,0,07,Mon,2014-01-05T23:30:01Z
2,36.08179517,24.8509318,2014-01-06,07:34,37,07,Mon,2014-01-05T23:34:22Z
2,36.04802319,24.87957127,2014-01-06,08:31,226,08,Mon,2014-01-06T00:31:11Z
2,36.05581052,24.90257256,2014-01-06,12:20,65,12,Mon,2014-01-06T04:20:42Z
2,36.0480314,24.87956725,2014-01-06,13:29,227,13,Mon,2014-01-06T05:29:42Z
2,36.08544307,24.86037498,2014-01-06,17:27,88,17,Mon,2014-01-06T09:27:28Z
2,36.07668681,24.85759331,2014-01-06,19:00,109,19,Mon,2014-01-06T11:00:01Z
2,36.08546145,24.86045479,2014-01-06,20:52,670,20,Mon,2014-01-06T12:52:01Z
2,36.08181374,24.85094151,2014-01-07,08:06,12,08,Tue,2014-01-07T00:06:22Z
2,36.04807086,24.87956659,2014-01-07,08:38,10,08,Tue,2014-01-07T00:38:10Z
2,36.04803206,24.8795654,2014-01-07,08:48,196,08,Tue,2014-01-07T00:48:40Z
2,36.06349075,24.85098288,2014-01-07,12:13,71,12,Tue,2014-01-07T04:13:17Z
2,36.04802666,24.87956661,2014-01-07,13:32,239,13,Tue,2014-01-07T05:32:17Z
2,36.08549505,24.86042861,2014-01-07,17:41,66,17,Tue,2014-01-07T09:41:28Z
2,36.07669478,24.85764132,2014-01-07,18:49,81,18,Tue,2014-01-07T10:49:13Z
2,36.08546852,24.8604552,2014-01-07,20:12,691,20,Tue,2014-01-07T12:12:13Z
2,36.08178968,24.85087698,2014-01-08,07:47,19,07,Wed,2014-01-07T23:47:22Z
2,36.04803015,24.87957113,2014-01-08,08:26,215,08,Wed,2014-01-08T00:26:11Z
2,36.06348315,24.85099366,2014-01-08,12:09,94,12,Wed,2014-01-08T04:09:17Z
2,36.04802108,24.87957417,2014-01-08,13:51,196,13,Wed,2014-01-08T05:51:17Z
2,36.08542103,24.8604055,2014-01-08,17:17,60,17,Wed,2014-01-08T09:17:28Z
2,36.0766391,24.85761114,2014-01-08,18:20,65,18,Wed,2014-01-08T10:20:01Z
2,36.08542566,24.86038173,2014-01-08,19:27,754,19,Wed,2014-01-08T11:27:13Z
2,36.08177472,24.85093849,2014-01-09,08:05,17,08,Thu,2014-01-09T00:05:22Z
2,36.04803285,24.8795673,2014-01-09,08:42,216,08,Thu,2014-01-09T00:42:11Z
2,36.05583745,24.9025538,2014-01-09,12:21,82,12,Thu,2014-01-09T04:21:42Z
2,36.04802251,24.87956973,2014-01-09,13:47,211,13,Thu,2014-01-09T05:47:42Z
2,36.08542765,24.86039061,2014-01-09,17:29,853,17,Thu,2014-01-09T09:29:28Z
2,36.08175,24.85087104,2014-01-10,07:46,26,07,Fri,2014-01-09T23:46:22Z
2,36.04806989,24.87957536,2014-01-10,08:32,32,08,Fri,2014-01-10T00:32:10Z
2,36.04803013,24.87957407,2014-01-10,09:03,185,09,Fri,2014-01-10T01:03:45Z
2,36.05978884,24.85803555,2014-01-10,12:15,89,12,Fri,2014-01-10T04:15:16Z
2,36.04803114,24.87956576,2014-01-10,13:50,196,13,Fri,2014-01-10T05:50:16Z
2,36.08543213,24.86044122,2014-01-10,17:16,86,17,Fri,2014-01-10T09:16:28Z
2,36.07662408,24.85757944,2014-01-10,18:44,66,18,Fri,2014-01-10T10:44:13Z
2,36.08544851,24.86045605,2014-01-10,19:52,1340,19,Fri,2014-01-10T11:52:13Z
2,36.07664054,24.85761429,2014-01-11,18:14,135,18,Sat,2014-01-11T10:14:13Z
2,36.08545478,24.86044242,2014-01-11,20:34,1314,20,Sat,2014-01-11T12:34:01Z
2,36.0766301,24.85759571,2014-01-12,18:30,60,18,Sun,2014-01-12T10:30:13Z
2,36.08543268,24.8603992,2014-01-12,19:32,727,19,Sun,2014-01-12T11:32:13Z
2,36.08173542,24.85095878,2014-01-13,07:43,19,07,Mon,2014-01-12T23:43:22Z
2,36.04802681,24.87957609,2014-01-13,08:22,216,08,Mon,2014-01-13T00:22:11Z
2,36.05979368,24.8579989,2014-01-13,12:04,99,12,Mon,2014-01-13T04:04:16Z
2,36.04802444,24.87957114,2014-01-13,13:49,209,13,Mon,2014-01-13T05:49:16Z
2,36.08550587,24.86039669,2014-01-13,17:28,71,17,Mon,2014-01-13T09:28:28Z
2,36.07663964,24.85759667,2014-01-13,18:41,127,18,Mon,2014-01-13T10:41:13Z
2,36.08547529,24.86038463,2014-01-13,20:50,659,20,Mon,2014-01-13T12:50:13Z
2,36.0818054,24.8509071,2014-01-14,07:53,36,07,Tue,2014-01-13T23:53:22Z
2,36.04802659,24.87956625,2014-01-14,08:49,191,08,Tue,2014-01-14T00:49:11Z
2,36.05577247,24.9025751,2014-01-14,12:03,95,12,Tue,2014-01-14T04:03:42Z
2,36.04802875,24.87957298,2014-01-14,13:42,218,13,Tue,2014-01-14T05:42:42Z
2,36.08545266,24.86037039,2014-01-14,17:31,52,17,Tue,2014-01-14T09:31:28Z
2,36.07663312,24.85760976,2014-01-14,18:28,77,18,Tue,2014-01-14T10:28:01Z
2,36.08550991,24.86037451,2014-01-14,19:47,15,19,Tue,2014-01-14T11:47:12Z
2,36.08543115,24.86042993,2014-01-14,20:02,728,20,Tue,2014-01-14T12:02:01Z
2,36.04802814,24.8795705,2014-01-15,08:28,230,08,Wed,2014-01-15T00:28:18Z
2,36.05582508,24.90248713,2014-01-15,12:21,66,12,Wed,2014-01-15T04:21:42Z
2,36.04802599,24.87957074,2014-01-15,13:31,225,13,Wed,2014-01-15T05:31:42Z
2,36.08543542,24.8604538,2014-01-15,17:27,67,17,Wed,2014-01-15T09:27:28Z
2,36.07665758,24.8575856,2014-01-15,18:39,79,18,Wed,2014-01-15T10:39:01Z
2,36.08543001,24.8603669,2014-01-15,20:00,716,20,Wed,2014-01-15T12:00:13Z
2,36.08182504,24.85089934,2014-01-16,08:00,26,08,Thu,2014-01-16T00:00:22Z
2,36.04802899,24.87957418,2014-01-16,08:47,192,08,Thu,2014-01-16T00:47:21Z
2,36.07669148,24.85762183,2014-01-16,12:08,98,12,Thu,2014-01-16T04:08:27Z
2,36.04802872,24.87957566,2014-01-16,13:55,205,13,Thu,2014-01-16T05:55:27Z
2,36.08549303,24.86037714,2014-01-16,17:30,80,17,Thu,2014-01-16T09:30:28Z
2,36.06582672,24.84977688,2014-01-16,18:55,80,18,Thu,2014-01-16T10:55:28Z
2,36.08544323,24.86038904,2014-01-16,20:20,671,20,Thu,2014-01-16T12:20:28Z
2,36.08176406,24.85094559,2014-01-17,07:35,34,07,Fri,2014-01-16T23:35:22Z
2,36.04802476,24.87957599,2014-01-17,08:29,235,08,Fri,2014-01-17T00:29:11Z
2,36.05196736,24.8708077,2014-01-17,12:26,75,12,Fri,2014-01-17T04:26:05Z
2,36.04802356,24.87957652,2014-01-17,13:43,209,13,Fri,2014-01-17T05:43:05Z
2,36.08545903,24.86040478,2014-01-17,17:22,1501,17,Fri,2014-01-17T09:22:28Z
2,36.07663031,24.85760686,2014-01-18,18:25,114,18,Sat,2014-01-18T10:25:13Z
2,36.08549641,24.86040295,2014-01-18,20:21,1315,20,Sat,2014-01-18T12:21:13Z
2,36.07668936,24.85757343,2014-01-19,18:18,127,18,Sun,2014-01-19T10:18:13Z
2,36.08522779,24.86042939,2014-01-19,20:27,0,20,Sun,2014-01-19T12:27:08Z
3,36.0866807,24.85762836,2014-01-06,07:19,0,07,Mon,2014-01-05T23:19:01Z
3,36.08181648,24.85094659,2014-01-06,07:22,24,07,Mon,2014-01-05T23:22:48Z
3,36.04802173,24.87957273,2014-01-06,08:07,242,08,Mon,2014-01-06T00:07:11Z
3,36.05578367,24.9024857,2014-01-06,12:12,97,12,Mon,2014-01-06T04:12:42Z
3,36.04802549,24.87956511,2014-01-06,13:53,222,13,Mon,2014-01-06T05:53:42Z
3,36.08662294,24.85759706,2014-01-06,17:47,848,17,Mon,2014-01-06T09:47:11Z
3,36.04802202,24.87957072,2014-01-07,08:14,236,08,Tue,2014-01-07T00:14:33Z
3,36.05581738,24.90255021,2014-01-07,12:14,99,12,Tue,2014-01-07T04:14:42Z
3,36.04802372,24.87956805,2014-01-07,13:57,226,13,Tue,2014-01-07T05:57:42Z
3,36.08664976,24.85761309,2014-01-07,17:55,788,17,Tue,2014-01-07T09:55:11Z
3,36.08174624,24.8509095,2014-01-08,07:06,38,07,Wed,2014-01-07T23:06:48Z
3,36.04802782,24.879573829999998,2014-01-08,08:05,248,08,Wed,2014-01-08T00:05:11Z
3,36.07664817,24.85758621,2014-01-08,12:22,90,12,Wed,2014-01-08T04:22:27Z
3,36.04802293,24.87956708,2014-01-08,14:01,216,14,Wed,2014-01-08T06:01:27Z
3,36.08664194,24.85764399,2014-01-08,17:48,68,17,Wed,2014-01-08T09:48:11Z
3,36.07526505,24.8563343,2014-01-08,18:58,114,18,Wed,2014-01-08T10:58:53Z
3,36.08670194,24.85762065,2014-01-08,20:56,646,20,Wed,2014-01-08T12:56:01Z
3,36.04802815,24.87957192,2014-01-09,08:01,254,08,Thu,2014-01-09T00:01:33Z
3,36.07665839,24.85757095,2014-01-09,12:25,82,12,Thu,2014-01-09T04:25:27Z
3,36.04802831,24.87957187,2014-01-09,13:56,227,13,Thu,2014-01-09T05:56:27Z
3,36.08671842,24.85756336,2014-01-09,17:54,111,17,Thu,2014-01-09T09:54:11Z
3,36.07662567,24.8576045,2014-01-09,19:47,117,19,Thu,2014-01-09T11:47:28Z
3,36.08657807,24.857577,2014-01-09,21:46,515,21,Thu,2014-01-09T13:46:25Z
3,36.08669329,24.85756832,2014-01-10,06:21,79,06,Fri,2014-01-09T22:21:01Z
3,36.08175586,24.85090153,2014-01-10,07:43,20,07,Fri,2014-01-09T23:43:48Z
3,36.04802902,24.87957471,2014-01-10,08:24,239,08,Fri,2014-01-10T00:24:11Z
3,36.05574815,24.90249466,2014-01-10,12:26,85,12,Fri,2014-01-10T04:26:42Z
3,36.04802502,24.87957594,2014-01-10,13:55,228,13,Fri,2014-01-10T05:55:42Z
3,36.08671317,24.85767289,2014-01-10,17:55,68,17,Fri,2014-01-10T09:55:11Z
3,36.08551128,24.86044607,2014-01-10,19:03,325,19,Fri,2014-01-10T11:03:45Z
3,36.08669679,24.85757883,2014-01-11,00:29,1058,00,Sat,2014-01-10T16:29:45Z
3,36.07667637,24.85761656,2014-01-11,18:11,113,18,Sat,2014-01-11T10:11:01Z
3,36.08664577,24.85757681,2014-01-11,20:07,1348,20,Sat,2014-01-11T12:07:01Z
3,36.07666925,24.85764031,2014-01-12,18:37,95,18,Sun,2014-01-12T10:37:28Z
3,36.08663624,24.85760247,2014-01-12,20:14,652,20,Sun,2014-01-12T12:14:28Z
3,36.08182545,24.8509135,2014-01-13,07:09,29,07,Mon,2014-01-12T23:09:48Z
3,36.04802158,24.87956665,2014-01-13,07:59,250,07,Mon,2014-01-12T23:59:11Z
3,36.06348257,24.85099596,2014-01-13,12:17,86,12,Mon,2014-01-13T04:17:17Z
3,36.04803103,24.87957187,2014-01-13,13:51,245,13,Mon,2014-01-13T05:51:17Z
3,36.08665163,24.85764434,2014-01-13,18:07,812,18,Mon,2014-01-13T10:07:11Z
3,36.08182801,24.85089879,2014-01-14,07:42,20,07,Tue,2014-01-13T23:42:48Z
3,36.04803141,24.87957591,2014-01-14,08:23,215,08,Tue,2014-01-14T00:23:11Z
3,36.06584491,24.85238533,2014-01-14,12:06,85,12,Tue,2014-01-14T04:06:26Z
3,36.0480301,24.87957109,2014-01-14,13:39,230,13,Tue,2014-01-14T05:39:26Z
3,36.08663939,24.85763012,2014-01-14,17:40,98,17,Tue,2014-01-14T09:40:11Z
3,36.07522123,24.85627378,2014-01-14,19:20,97,19,Tue,2014-01-14T11:20:53Z
3,36.08672657,24.85765758,2014-01-14,21:00,8,21,Tue,2014-01-14T13:00:52Z
3,36.08667449,24.857618510000002,2014-01-14,21:09,612,21,Tue,2014-01-14T13:09:01Z
3,36.08182642,24.85090698,2014-01-15,07:24,40,07,Wed,2014-01-14T23:24:48Z
3,36.04803286,24.87956878,2014-01-15,08:25,209,08,Wed,2014-01-15T00:25:11Z
3,36.06346911,24.85100859,2014-01-15,12:02,112,12,Wed,2014-01-15T04:02:17Z
3,36.0480293,24.87956919,2014-01-15,14:02,233,14,Wed,2014-01-15T06:02:17Z
3,36.08665278,24.85758422,2014-01-15,18:06,43,18,Wed,2014-01-15T10:06:11Z
3,36.07663212,24.85756475,2014-01-15,18:51,86,18,Wed,2014-01-15T10:51:28Z
3,36.08666637,24.85766329,2014-01-15,20:20,664,20,Wed,2014-01-15T12:20:01Z
3,36.08177283,24.85088641,2014-01-16,07:27,33,07,Thu,2014-01-15T23:27:48Z
3,36.04802517,24.87957476,2014-01-16,08:21,232,08,Thu,2014-01-16T00:21:11Z
3,36.0658445,24.85239026,2014-01-16,12:21,91,12,Thu,2014-01-16T04:21:26Z
3,36.048028360000004,24.87957681,2014-01-16,14:00,209,14,Thu,2014-01-16T06:00:26Z
3,36.08663508,24.85766227,2014-01-16,17:40,57,17,Thu,2014-01-16T09:40:11Z
3,36.07666964,24.85756447,2014-01-16,18:39,99,18,Thu,2014-01-16T10:39:28Z
3,36.08664557,24.85765894,2014-01-16,20:20,641,20,Thu,2014-01-16T12:20:28Z
3,36.08172611,24.85088248,2014-01-17,07:04,43,07,Fri,2014-01-16T23:04:48Z
3,36.04802747,24.87957681,2014-01-17,08:08,247,08,Fri,2014-01-17T00:08:11Z
3,36.05971316,24.85806807,2014-01-17,12:21,76,12,Fri,2014-01-17T04:21:16Z
3,36.048024,24.8795768,2014-01-17,13:43,254,13,Fri,2014-01-17T05:43:16Z
3,36.0866515,24.85767136,2014-01-17,18:08,98,18,Fri,2014-01-17T10:08:11Z
3,36.07662794,24.85762978,2014-01-17,19:48,131,19,Fri,2014-01-17T11:48:28Z
3,36.08671169,24.8575845,2014-01-17,22:01,40,22,Fri,2014-01-17T14:01:26Z
3,36.08664252,24.8575824,2014-01-17,22:41,1159,22,Fri,2014-01-17T14:41:01Z
3,36.07219229,24.84134761,2014-01-18,18:07,33,18,Sat,2014-01-18T10:07:01Z
3,36.06584609,24.85237644,2014-01-18,18:43,61,18,Sat,2014-01-18T10:43:09Z
3,36.08666208,24.85756512,2014-01-18,19:49,1352,19,Sat,2014-01-18T11:49:01Z
3,36.07667013,24.85758962,2014-01-19,18:23,84,18,Sun,2014-01-19T10:23:28Z
3,36.08663304,24.85765818,2014-01-19,19:49,0,19,Sun,2014-01-19T11:49:26Z
4,36.07820944,24.87214094,2014-01-06,06:33,0,06,Mon,2014-01-05T22:33:01Z
4,36.07333683,24.86421942,2014-01-06,06:35,18,06,Mon,2014-01-05T22:35:24Z
4,36.07332875,24.86418589,2014-01-06,06:53,22,06,Mon,2014-01-05T22:53:01Z
4,36.04802162,24.87957574,2014-01-06,07:28,306,07,Mon,2014-01-05T23:28:19Z
4,36.06338067,24.85103902,2014-01-06,12:42,18,12,Mon,2014-01-06T04:42:16Z
4,36.06346403,24.85097294,2014-01-06,13:00,29,13,Mon,2014-01-06T05:00:01Z
4,36.04802499,24.87957132,2014-01-06,13:37,283,13,Mon,2014-01-06T05:37:17Z
4,36.07818735,24.87211334,2014-01-06,18:28,86,18,Mon,2014-01-06T10:28:01Z
4,36.07669725,24.85763488,2014-01-06,19:57,55,19,Mon,2014-01-06T11:57:13Z
4,36.07817957,24.87213508,2014-01-06,20:56,586,20,Mon,2014-01-06T12:56:01Z
4,36.07332795,24.86422942,2014-01-07,06:44,12,06,Tue,2014-01-06T22:44:23Z
4,36.07335772,24.86417021,2014-01-07,06:56,11,06,Tue,2014-01-06T22:56:01Z
4,36.04802759,24.87956578,2014-01-07,07:20,289,07,Tue,2014-01-06T23:20:19Z
4,36.06342812,24.85100917,2014-01-07,12:17,82,12,Tue,2014-01-07T04:17:17Z
4,36.04802877,24.87957285,2014-01-07,13:47,275,13,Tue,2014-01-07T05:47:17Z
4,36.07819823,24.87211317,2014-01-07,18:29,61,18,Tue,2014-01-07T10:29:22Z
4,36.07663695,24.85758225,2014-01-07,19:33,112,19,Tue,2014-01-07T11:33:13Z
4,36.07820934,24.8721478,2014-01-07,21:28,534,21,Tue,2014-01-07T13:28:13Z
4,36.07335552,24.86418317,2014-01-08,06:24,42,06,Wed,2014-01-07T22:24:25Z
4,36.0480222,24.87957056,2014-01-08,07:19,313,07,Wed,2014-01-07T23:19:19Z
4,36.05196143,24.87079978,2014-01-08,12:34,60,12,Wed,2014-01-08T04:34:05Z
4,36.04803067,24.87957153,2014-01-08,13:36,269,13,Wed,2014-01-08T05:36:05Z
4,36.07821618,24.87211403,2014-01-08,18:17,57,18,Wed,2014-01-08T10:17:01Z
4,36.07669721,24.85756815,2014-01-08,19:18,104,19,Wed,2014-01-08T11:18:01Z
4,36.07819134,24.872115,2014-01-08,21:05,591,21,Wed,2014-01-08T13:05:13Z
4,36.0733481,24.86419949,2014-01-09,06:59,16,06,Thu,2014-01-08T22:59:01Z
4,36.04803119,24.87957571,2014-01-09,07:29,299,07,Thu,2014-01-08T23:29:01Z
4,36.05196879,24.87077645,2014-01-09,12:30,52,12,Thu,2014-01-09T04:30:05Z
4,36.04802448,24.8795687,2014-01-09,13:24,274,13,Thu,2014-01-09T05:24:05Z
4,36.07820348,24.87214417,2014-01-09,18:05,108,18,Thu,2014-01-09T10:05:22Z
4,36.06587262,24.8498314,2014-01-09,19:59,101,19,Thu,2014-01-09T11:59:24Z
4,36.07819339,24.87212356,2014-01-09,21:46,540,21,Thu,2014-01-09T13:46:24Z
4,36.07335872,24.86420642,2014-01-10,06:48,13,06,Fri,2014-01-09T22:48:24Z
4,36.0733594,24.86418569,2014-01-10,07:01,30,07,Fri,2014-01-09T23:01:01Z
4,36.04802487,24.87957563,2014-01-10,07:44,280,07,Fri,2014-01-09T23:44:19Z
4,36.05444904,24.89986513,2014-01-10,12:27,67,12,Fri,2014-01-10T04:27:23Z
4,36.04803272,24.87956585,2014-01-10,13:37,265,13,Fri,2014-01-10T05:37:23Z
4,36.07820137,24.87213836,2014-01-10,18:13,88,18,Fri,2014-01-10T10:13:01Z
4,36.07662702,24.85758499,2014-01-10,19:48,23,19,Fri,2014-01-10T11:48:01Z
4,36.07820118,24.87214489,2014-01-10,20:14,1004,20,Fri,2014-01-10T12:14:13Z
4,36.07665079,24.85756851,2014-01-11,13:01,47,13,Sat,2014-01-11T05:01:13Z
