id,lat,long,date,time,diff,hr,weekday,Timestamp,period
1,36.07665029,24.85761023,13/1/14,12:24,71,12,Mon,2014-01-13T04:24:27Z,lunch
1,36.04803202,24.87957344,13/1/14,13:44,226,13,Mon,2014-01-13T05:44:27Z,lunch
1,36.06647209,24.88256778,13/1/14,17:34,71,17,Mon,2014-01-13T09:34:03Z,afternoon
1,36.05197383,24.87082227,13/1/14,18:49,66,18,Mon,2014-01-13T10:49:52Z,afternoon
1,36.0664254,24.88258372,13/1/14,20:00,9,20,Mon,2014-01-13T12:00:51Z,dinner
1,36.06642351,24.88263852,13/1/14,20:10,674,20,Mon,2014-01-13T12:10:01Z,dinner
1,36.06366522,24.88592678,14/1/14,7:26,38,7,Tue,2014-01-13T23:26:04Z,morning
1,36.04802608,24.87957318,14/1/14,8:11,236,8,Tue,2014-01-14T00:11:09Z,morning
1,36.06582482,24.85237763,14/1/14,12:15,67,12,Tue,2014-01-14T04:15:26Z,lunch
1,36.0480304,24.87956808,14/1/14,13:30,252,13,Tue,2014-01-14T05:30:26Z,lunch
1,36.06650061,24.88263989,14/1/14,17:46,100,17,Tue,2014-01-14T09:46:03Z,afternoon
1,36.05195224,24.87077075,14/1/14,19:31,104,19,Tue,2014-01-14T11:31:01Z,afternoon
1,36.06646439,24.88259898,14/1/14,21:19,613,21,Tue,2014-01-14T13:19:52Z,night
1,36.06370161,24.88587843,15/1/14,7:35,24,7,Wed,2014-01-14T23:35:04Z,morning
1,36.0480246,24.87957047,15/1/14,8:06,241,8,Wed,2014-01-15T00:06:09Z,morning
1,36.05196283,24.87081616,15/1/14,12:09,80,12,Wed,2014-01-15T04:09:05Z,lunch
1,36.0480227,24.87957324,15/1/14,13:31,257,13,Wed,2014-01-15T05:31:05Z,lunch
1,36.06650575,24.88262679,15/1/14,17:52,112,17,Wed,2014-01-15T09:52:03Z,afternoon
1,36.05195412,24.87080614,15/1/14,19:50,50,19,Wed,2014-01-15T11:50:01Z,afternoon
1,36.06646755,24.88247774,15/1/14,20:44,8,20,Wed,2014-01-15T12:44:49Z,dinner
1,36.06646555,24.88264295,15/1/14,20:53,100,20,Wed,2014-01-15T12:53:01Z,dinner
1,36.04803026,24.87957655,15/1/14,22:37,92,22,Wed,2014-01-15T14:37:02Z,night
1,36.06645318,24.88258761,16/1/14,0:13,377,0,Thu,2014-01-15T16:13:02Z,midnight
1,36.06650603,24.88265687,16/1/14,6:30,78,6,Thu,2014-01-15T22:30:01Z,morning
1,36.06367695,24.88595965,16/1/14,7:50,20,7,Thu,2014-01-15T23:50:04Z,morning
1,36.04802432,24.8795747,16/1/14,8:17,246,8,Thu,2014-01-16T00:17:09Z,morning
1,36.05573098,24.90250814,16/1/14,12:26,67,12,Thu,2014-01-16T04:26:42Z,lunch
1,36.04803004,24.87957338,16/1/14,13:37,227,13,Thu,2014-01-16T05:37:42Z,lunch
1,36.06648262,24.88263969,16/1/14,17:29,85,17,Thu,2014-01-16T09:29:03Z,afternoon
1,36.05196718,24.87077113,16/1/14,18:58,96,18,Thu,2014-01-16T10:58:52Z,afternoon
1,36.06648749,24.88261819,16/1/14,20:39,665,20,Thu,2014-01-16T12:39:52Z,dinner
1,36.0636714,24.88593517,17/1/14,7:47,18,7,Fri,2014-01-16T23:47:04Z,morning
1,36.04802258,24.87956891,17/1/14,8:12,580,8,Fri,2014-01-17T00:12:09Z,morning
1,36.06648869,24.88259679,17/1/14,17:56,99,17,Fri,2014-01-17T09:56:03Z,afternoon
1,36.05196963,24.87081575,17/1/14,19:39,51,19,Fri,2014-01-17T11:39:52Z,afternoon
1,36.04802866,24.87956523,17/1/14,20:33,128,20,Fri,2014-01-17T12:33:05Z,dinner
1,36.06644798,24.88261754,17/1/14,22:45,677,22,Fri,2014-01-17T14:45:02Z,night
1,36.06648797,24.88263248,18/1/14,10:02,166,10,Sat,2014-01-18T02:02:01Z,morning
1,36.06342446,24.85097868,18/1/14,12:55,41,12,Sat,2014-01-18T04:55:05Z,lunch
1,36.06583636,24.84981343,18/1/14,13:36,141,13,Sat,2014-01-18T05:36:43Z,lunch
1,36.06642691,24.88259737,18/1/14,16:04,141,16,Sat,2014-01-18T08:04:26Z,afternoon
1,36.05193779,24.87081229,18/1/14,18:29,61,18,Sat,2014-01-18T10:29:52Z,afternoon
1,36.06641461,24.8826145,18/1/14,19:37,1369,19,Sat,2014-01-18T11:37:01Z,afternoon
1,36.05195164,24.87077544,19/1/14,18:31,81,18,Sun,2014-01-19T10:31:01Z,afternoon
1,36.06645823,24.88253437,19/1/14,19:56,0,19,Sun,2014-01-19T11:56:50Z,afternoon
2,36.08545957,24.86037898,6/1/14,7:30,0,7,Mon,2014-01-05T23:30:01Z,morning
2,36.08179517,24.8509318,6/1/14,7:34,37,7,Mon,2014-01-05T23:34:22Z,morning
2,36.04802319,24.87957127,6/1/14,8:31,226,8,Mon,2014-01-06T00:31:11Z,morning
2,36.05581052,24.90257256,6/1/14,12:20,65,12,Mon,2014-01-06T04:20:42Z,lunch
2,36.0480314,24.87956725,6/1/14,13:29,227,13,Mon,2014-01-06T05:29:42Z,lunch
2,36.08544307,24.86037498,6/1/14,17:27,88,17,Mon,2014-01-06T09:27:28Z,afternoon
2,36.07668681,24.85759331,6/1/14,19:00,109,19,Mon,2014-01-06T11:00:01Z,afternoon
2,36.08546145,24.86045479,6/1/14,20:52,670,20,Mon,2014-01-06T12:52:01Z,dinner
2,36.08181374,24.85094151,7/1/14,8:06,12,8,Tue,2014-01-07T00:06:22Z,morning
2,36.04807086,24.87956659,7/1/14,8:38,10,8,Tue,2014-01-07T00:38:10Z,morning
2,36.04803206,24.8795654,7/1/14,8:48,196,8,Tue,2014-01-07T00:48:40Z,morning
2,36.06349075,24.85098288,7/1/14,12:13,71,12,Tue,2014-01-07T04:13:17Z,lunch
2,36.04802666,24.87956661,7/1/14,13:32,239,13,Tue,2014-01-07T05:32:17Z,lunch
2,36.08549505,24.86042861,7/1/14,17:41,66,17,Tue,2014-01-07T09:41:28Z,afternoon
2,36.07669478,24.85764132,7/1/14,18:49,81,18,Tue,2014-01-07T10:49:13Z,afternoon
2,36.08546852,24.8604552,7/1/14,20:12,691,20,Tue,2014-01-07T12:12:13Z,dinner
2,36.08178968,24.85087698,8/1/14,7:47,19,7,Wed,2014-01-07T23:47:22Z,morning
2,36.04803015,24.87957113,8/1/14,8:26,215,8,Wed,2014-01-08T00:26:11Z,morning
2,36.06348315,24.85099366,8/1/14,12:09,94,12,Wed,2014-01-08T04:09:17Z,lunch
2,36.04802108,24.87957417,8/1/14,13:51,196,13,Wed,2014-01-08T05:51:17Z,lunch
2,36.08542103,24.8604055,8/1/14,17:17,60,17,Wed,2014-01-08T09:17:28Z,afternoon
2,36.0766391,24.85761114,8/1/14,18:20,65,18,Wed,2014-01-08T10:20:01Z,afternoon
2,36.08542566,24.86038173,8/1/14,19:27,754,19,Wed,2014-01-08T11:27:13Z,afternoon
2,36.08177472,24.85093849,9/1/14,8:05,17,8,Thu,2014-01-09T00:05:22Z,morning
2,36.04803285,24.8795673,9/1/14,8:42,216,8,Thu,2014-01-09T00:42:11Z,morning
2,36.05583745,24.9025538,9/1/14,12:21,82,12,Thu,2014-01-09T04:21:42Z,lunch
2,36.04802251,24.87956973,9/1/14,13:47,211,13,Thu,2014-01-09T05:47:42Z,lunch
2,36.08542765,24.86039061,9/1/14,17:29,853,17,Thu,2014-01-09T09:29:28Z,afternoon
2,36.08175,24.85087104,10/1/14,7:46,26,7,Fri,2014-01-09T23:46:22Z,morning
2,36.04806989,24.87957536,10/1/14,8:32,32,8,Fri,2014-01-10T00:32:10Z,morning
2,36.04803013,24.87957407,10/1/14,9:03,185,9,Fri,2014-01-10T01:03:45Z,morning
2,36.05978884,24.85803555,10/1/14,12:15,89,12,Fri,2014-01-10T04:15:16Z,lunch
2,36.04803114,24.87956576,10/1/14,13:50,196,13,Fri,2014-01-10T05:50:16Z,lunch
2,36.08543213,24.86044122,10/1/14,17:16,86,17,Fri,2014-01-10T09:16:28Z,afternoon
2,36.07662408,24.85757944,10/1/14,18:44,66,18,Fri,2014-01-10T10:44:13Z,afternoon
2,36.08544851,24.86045605,10/1/14,19:52,1340,19,Fri,2014-01-10T11:52:13Z,afternoon
2,36.07664054,24.85761429,11/1/14,18:14,135,18,Sat,2014-01-11T10:14:13Z,afternoon
2,36.08545478,24.86044242,11/1/14,20:34,1314,20,Sat,2014-01-11T12:34:01Z,dinner
2,36.0766301,24.85759571,12/1/14,18:30,60,18,Sun,2014-01-12T10:30:13Z,afternoon
2,36.08543268,24.8603992,12/1/14,19:32,727,19,Sun,2014-01-12T11:32:13Z,afternoon
2,36.08173542,24.85095878,13/1/14,7:43,19,7,Mon,2014-01-12T23:43:22Z,morning
2,36.04802681,24.87957609,13/1/14,8:22,216,8,Mon,2014-01-13T00:22:11Z,morning
2,36.05979368,24.8579989,13/1/14,12:04,99,12,Mon,2014-01-13T04:04:16Z,lunch
2,36.04802444,24.87957114,13/1/14,13:49,209,13,Mon,2014-01-13T05:49:16Z,lunch
2,36.08550587,24.86039669,13/1/14,17:28,71,17,Mon,2014-01-13T09:28:28Z,afternoon
2,36.07663964,24.85759667,13/1/14,18:41,127,18,Mon,2014-01-13T10:41:13Z,afternoon
2,36.08547529,24.86038463,13/1/14,20:50,659,20,Mon,2014-01-13T12:50:13Z,dinner
2,36.0818054,24.8509071,14/1/14,7:53,36,7,Tue,2014-01-13T23:53:22Z,morning
2,36.04802659,24.87956625,14/1/14,8:49,191,8,Tue,2014-01-14T00:49:11Z,morning
2,36.05577247,24.9025751,14/1/14,12:03,95,12,Tue,2014-01-14T04:03:42Z,lunch
2,36.04802875,24.87957298,14/1/14,13:42,218,13,Tue,2014-01-14T05:42:42Z,lunch
2,36.08545266,24.86037039,14/1/14,17:31,52,17,Tue,2014-01-14T09:31:28Z,afternoon
2,36.07663312,24.85760976,14/1/14,18:28,77,18,Tue,2014-01-14T10:28:01Z,afternoon
2,36.08550991,24.86037451,14/1/14,19:47,15,19,Tue,2014-01-14T11:47:12Z,afternoon
2,36.08543115,24.86042993,14/1/14,20:02,728,20,Tue,2014-01-14T12:02:01Z,dinner
2,36.04802814,24.8795705,15/1/14,8:28,230,8,Wed,2014-01-15T00:28:18Z,morning
2,36.05582508,24.90248713,15/1/14,12:21,66,12,Wed,2014-01-15T04:21:42Z,lunch
2,36.04802599,24.87957074,15/1/14,13:31,225,13,Wed,2014-01-15T05:31:42Z,lunch
2,36.08543542,24.8604538,15/1/14,17:27,67,17,Wed,2014-01-15T09:27:28Z,afternoon
2,36.07665758,24.8575856,15/1/14,18:39,79,18,Wed,2014-01-15T10:39:01Z,afternoon
2,36.08543001,24.8603669,15/1/14,20:00,716,20,Wed,2014-01-15T12:00:13Z,dinner
2,36.08182504,24.85089934,16/1/14,8:00,26,8,Thu,2014-01-16T00:00:22Z,morning
2,36.04802899,24.87957418,16/1/14,8:47,192,8,Thu,2014-01-16T00:47:21Z,morning
2,36.07669148,24.85762183,16/1/14,12:08,98,12,Thu,2014-01-16T04:08:27Z,lunch
2,36.04802872,24.87957566,16/1/14,13:55,205,13,Thu,2014-01-16T05:55:27Z,lunch
2,36.08549303,24.86037714,16/1/14,17:30,80,17,Thu,2014-01-16T09:30:28Z,afternoon
2,36.06582672,24.84977688,16/1/14,18:55,80,18,Thu,2014-01-16T10:55:28Z,afternoon
2,36.08544323,24.86038904,16/1/14,20:20,671,20,Thu,2014-01-16T12:20:28Z,dinner
2,36.08176406,24.85094559,17/1/14,7:35,34,7,Fri,2014-01-16T23:35:22Z,morning
2,36.04802476,24.87957599,17/1/14,8:29,235,8,Fri,2014-01-17T00:29:11Z,morning
2,36.05196736,24.8708077,17/1/14,12:26,75,12,Fri,2014-01-17T04:26:05Z,lunch
2,36.04802356,24.87957652,17/1/14,13:43,209,13,Fri,2014-01-17T05:43:05Z,lunch
2,36.08545903,24.86040478,17/1/14,17:22,1501,17,Fri,2014-01-17T09:22:28Z,afternoon
2,36.07663031,24.85760686,18/1/14,18:25,114,18,Sat,2014-01-18T10:25:13Z,afternoon
2,36.08549641,24.86040295,18/1/14,20:21,1315,20,Sat,2014-01-18T12:21:13Z,dinner
2,36.07668936,24.85757343,19/1/14,18:18,127,18,Sun,2014-01-19T10:18:13Z,afternoon
2,36.08522779,24.86042939,19/1/14,20:27,0,20,Sun,2014-01-19T12:27:08Z,dinner
3,36.0866807,24.85762836,6/1/14,7:19,0,7,Mon,2014-01-05T23:19:01Z,morning
3,36.08181648,24.85094659,6/1/14,7:22,24,7,Mon,2014-01-05T23:22:48Z,morning
3,36.04802173,24.87957273,6/1/14,8:07,242,8,Mon,2014-01-06T00:07:11Z,morning
3,36.05578367,24.9024857,6/1/14,12:12,97,12,Mon,2014-01-06T04:12:42Z,lunch
3,36.04802549,24.87956511,6/1/14,13:53,222,13,Mon,2014-01-06T05:53:42Z,lunch
3,36.08662294,24.85759706,6/1/14,17:47,848,17,Mon,2014-01-06T09:47:11Z,afternoon
3,36.04802202,24.87957072,7/1/14,8:14,236,8,Tue,2014-01-07T00:14:33Z,morning
3,36.05581738,24.90255021,7/1/14,12:14,99,12,Tue,2014-01-07T04:14:42Z,lunch
3,36.04802372,24.87956805,7/1/14,13:57,226,13,Tue,2014-01-07T05:57:42Z,lunch
3,36.08664976,24.85761309,7/1/14,17:55,788,17,Tue,2014-01-07T09:55:11Z,afternoon
3,36.08174624,24.8509095,8/1/14,7:06,38,7,Wed,2014-01-07T23:06:48Z,morning
3,36.04802782,24.87957383,8/1/14,8:05,248,8,Wed,2014-01-08T00:05:11Z,morning
3,36.07664817,24.85758621,8/1/14,12:22,90,12,Wed,2014-01-08T04:22:27Z,lunch
3,36.04802293,24.87956708,8/1/14,14:01,216,14,Wed,2014-01-08T06:01:27Z,lunch
3,36.08664194,24.85764399,8/1/14,17:48,68,17,Wed,2014-01-08T09:48:11Z,afternoon
3,36.07526505,24.8563343,8/1/14,18:58,114,18,Wed,2014-01-08T10:58:53Z,afternoon
3,36.08670194,24.85762065,8/1/14,20:56,646,20,Wed,2014-01-08T12:56:01Z,dinner
3,36.04802815,24.87957192,9/1/14,8:01,254,8,Thu,2014-01-09T00:01:33Z,morning
3,36.07665839,24.85757095,9/1/14,12:25,82,12,Thu,2014-01-09T04:25:27Z,lunch
3,36.04802831,24.87957187,9/1/14,13:56,227,13,Thu,2014-01-09T05:56:27Z,lunch
3,36.08671842,24.85756336,9/1/14,17:54,111,17,Thu,2014-01-09T09:54:11Z,afternoon
3,36.07662567,24.8576045,9/1/14,19:47,117,19,Thu,2014-01-09T11:47:28Z,afternoon
3,36.08657807,24.857577,9/1/14,21:46,515,21,Thu,2014-01-09T13:46:25Z,night
3,36.08669329,24.85756832,10/1/14,6:21,79,6,Fri,2014-01-09T22:21:01Z,morning
3,36.08175586,24.85090153,10/1/14,7:43,20,7,Fri,2014-01-09T23:43:48Z,morning
3,36.04802902,24.87957471,10/1/14,8:24,239,8,Fri,2014-01-10T00:24:11Z,morning
3,36.05574815,24.90249466,10/1/14,12:26,85,12,Fri,2014-01-10T04:26:42Z,lunch
3,36.04802502,24.87957594,10/1/14,13:55,228,13,Fri,2014-01-10T05:55:42Z,lunch
3,36.08671317,24.85767289,10/1/14,17:55,68,17,Fri,2014-01-10T09:55:11Z,afternoon
3,36.08551128,24.86044607,10/1/14,19:03,325,19,Fri,2014-01-10T11:03:45Z,afternoon
3,36.08669679,24.85757883,11/1/14,0:29,1058,0,Sat,2014-01-10T16:29:45Z,midnight
3,36.07667637,24.85761656,11/1/14,18:11,113,18,Sat,2014-01-11T10:11:01Z,afternoon
3,36.08664577,24.85757681,11/1/14,20:07,1348,20,Sat,2014-01-11T12:07:01Z,dinner
3,36.07666925,24.85764031,12/1/14,18:37,95,18,Sun,2014-01-12T10:37:28Z,afternoon
3,36.08663624,24.85760247,12/1/14,20:14,652,20,Sun,2014-01-12T12:14:28Z,dinner
3,36.08182545,24.8509135,13/1/14,7:09,29,7,Mon,2014-01-12T23:09:48Z,morning
3,36.04802158,24.87956665,13/1/14,7:59,250,7,Mon,2014-01-12T23:59:11Z,morning
3,36.06348257,24.85099596,13/1/14,12:17,86,12,Mon,2014-01-13T04:17:17Z,lunch
3,36.04803103,24.87957187,13/1/14,13:51,245,13,Mon,2014-01-13T05:51:17Z,lunch
3,36.08665163,24.85764434,13/1/14,18:07,812,18,Mon,2014-01-13T10:07:11Z,afternoon
3,36.08182801,24.85089879,14/1/14,7:42,20,7,Tue,2014-01-13T23:42:48Z,morning
3,36.04803141,24.87957591,14/1/14,8:23,215,8,Tue,2014-01-14T00:23:11Z,morning
3,36.06584491,24.85238533,14/1/14,12:06,85,12,Tue,2014-01-14T04:06:26Z,lunch
3,36.0480301,24.87957109,14/1/14,13:39,230,13,Tue,2014-01-14T05:39:26Z,lunch
3,36.08663939,24.85763012,14/1/14,17:40,98,17,Tue,2014-01-14T09:40:11Z,afternoon
3,36.07522123,24.85627378,14/1/14,19:20,97,19,Tue,2014-01-14T11:20:53Z,afternoon
3,36.08672657,24.85765758,14/1/14,21:00,8,21,Tue,2014-01-14T13:00:52Z,night
3,36.08667449,24.85761851,14/1/14,21:09,612,21,Tue,2014-01-14T13:09:01Z,night
3,36.08182642,24.85090698,15/1/14,7:24,40,7,Wed,2014-01-14T23:24:48Z,morning
3,36.04803286,24.87956878,15/1/14,8:25,209,8,Wed,2014-01-15T00:25:11Z,morning
3,36.06346911,24.85100859,15/1/14,12:02,112,12,Wed,2014-01-15T04:02:17Z,lunch
3,36.0480293,24.87956919,15/1/14,14:02,233,14,Wed,2014-01-15T06:02:17Z,lunch
3,36.08665278,24.85758422,15/1/14,18:06,43,18,Wed,2014-01-15T10:06:11Z,afternoon
3,36.07663212,24.85756475,15/1/14,18:51,86,18,Wed,2014-01-15T10:51:28Z,afternoon
3,36.08666637,24.85766329,15/1/14,20:20,664,20,Wed,2014-01-15T12:20:01Z,dinner
3,36.08177283,24.85088641,16/1/14,7:27,33,7,Thu,2014-01-15T23:27:48Z,morning
3,36.04802517,24.87957476,16/1/14,8:21,232,8,Thu,2014-01-16T00:21:11Z,morning
3,36.0658445,24.85239026,16/1/14,12:21,91,12,Thu,2014-01-16T04:21:26Z,lunch
3,36.04802836,24.87957681,16/1/14,14:00,209,14,Thu,2014-01-16T06:00:26Z,lunch
3,36.08663508,24.85766227,16/1/14,17:40,57,17,Thu,2014-01-16T09:40:11Z,afternoon
3,36.07666964,24.85756447,16/1/14,18:39,99,18,Thu,2014-01-16T10:39:28Z,afternoon
3,36.08664557,24.85765894,16/1/14,20:20,641,20,Thu,2014-01-16T12:20:28Z,dinner
3,36.08172611,24.85088248,17/1/14,7:04,43,7,Fri,2014-01-16T23:04:48Z,morning
3,36.04802747,24.87957681,17/1/14,8:08,247,8,Fri,2014-01-17T00:08:11Z,morning
3,36.05971316,24.85806807,17/1/14,12:21,76,12,Fri,2014-01-17T04:21:16Z,lunch
3,36.048024,24.8795768,17/1/14,13:43,254,13,Fri,2014-01-17T05:43:16Z,lunch
3,36.0866515,24.85767136,17/1/14,18:08,98,18,Fri,2014-01-17T10:08:11Z,afternoon
3,36.07662794,24.85762978,17/1/14,19:48,131,19,Fri,2014-01-17T11:48:28Z,afternoon
3,36.08671169,24.8575845,17/1/14,22:01,40,22,Fri,2014-01-17T14:01:26Z,night
3,36.08664252,24.8575824,17/1/14,22:41,1159,22,Fri,2014-01-17T14:41:01Z,night
3,36.07219229,24.84134761,18/1/14,18:07,33,18,Sat,2014-01-18T10:07:01Z,afternoon
3,36.06584609,24.85237644,18/1/14,18:43,61,18,Sat,2014-01-18T10:43:09Z,afternoon
3,36.08666208,24.85756512,18/1/14,19:49,1352,19,Sat,2014-01-18T11:49:01Z,afternoon
3,36.07667013,24.85758962,19/1/14,18:23,84,18,Sun,2014-01-19T10:23:28Z,afternoon
3,36.08663304,24.85765818,19/1/14,19:49,0,19,Sun,2014-01-19T11:49:26Z,afternoon
4,36.07820944,24.87214094,6/1/14,6:33,0,6,Mon,2014-01-05T22:33:01Z,morning
4,36.07333683,24.86421942,6/1/14,6:35,18,6,Mon,2014-01-05T22:35:24Z,morning
4,36.07332875,24.86418589,6/1/14,6:53,22,6,Mon,2014-01-05T22:53:01Z,morning
4,36.04802162,24.87957574,6/1/14,7:28,306,7,Mon,2014-01-05T23:28:19Z,morning
4,36.06338067,24.85103902,6/1/14,12:42,18,12,Mon,2014-01-06T04:42:16Z,lunch
4,36.06346403,24.85097294,6/1/14,13:00,29,13,Mon,2014-01-06T05:00:01Z,lunch
4,36.04802499,24.87957132,6/1/14,13:37,283,13,Mon,2014-01-06T05:37:17Z,lunch
4,36.07818735,24.87211334,6/1/14,18:28,86,18,Mon,2014-01-06T10:28:01Z,afternoon
4,36.07669725,24.85763488,6/1/14,19:57,55,19,Mon,2014-01-06T11:57:13Z,afternoon
4,36.07817957,24.87213508,6/1/14,20:56,586,20,Mon,2014-01-06T12:56:01Z,dinner
4,36.07332795,24.86422942,7/1/14,6:44,12,6,Tue,2014-01-06T22:44:23Z,morning
4,36.07335772,24.86417021,7/1/14,6:56,11,6,Tue,2014-01-06T22:56:01Z,morning
4,36.04802759,24.87956578,7/1/14,7:20,289,7,Tue,2014-01-06T23:20:19Z,morning
4,36.06342812,24.85100917,7/1/14,12:17,82,12,Tue,2014-01-07T04:17:17Z,lunch
4,36.04802877,24.87957285,7/1/14,13:47,275,13,Tue,2014-01-07T05:47:17Z,lunch
4,36.07819823,24.87211317,7/1/14,18:29,61,18,Tue,2014-01-07T10:29:22Z,afternoon
4,36.07663695,24.85758225,7/1/14,19:33,112,19,Tue,2014-01-07T11:33:13Z,afternoon
4,36.07820934,24.8721478,7/1/14,21:28,534,21,Tue,2014-01-07T13:28:13Z,night
4,36.07335552,24.86418317,8/1/14,6:24,42,6,Wed,2014-01-07T22:24:25Z,morning
4,36.0480222,24.87957056,8/1/14,7:19,313,7,Wed,2014-01-07T23:19:19Z,morning
4,36.05196143,24.87079978,8/1/14,12:34,60,12,Wed,2014-01-08T04:34:05Z,lunch
4,36.04803067,24.87957153,8/1/14,13:36,269,13,Wed,2014-01-08T05:36:05Z,lunch
4,36.07821618,24.87211403,8/1/14,18:17,57,18,Wed,2014-01-08T10:17:01Z,afternoon
4,36.07669721,24.85756815,8/1/14,19:18,104,19,Wed,2014-01-08T11:18:01Z,afternoon
